ID,geometry,geometry,geometry,RAD,MAT,FC,SHTK,BF,max_stress,thinning,springback,outcome,outcome_label
16210,1,0,0,30,1.05,0.11,0.96,100000.0,30169.063835310903,0.4,0.0,1,Risk of Crack
16211,1,0,0,30,1.05,0.12,0.96,100000.0,30187.0743881587,0.4,0.0,1,Risk of Crack
16212,1,0,0,30,1.05,0.13,0.96,100000.0,30192.95337747345,0.4,0.0,1,Risk of Crack
16213,1,0,0,30,1.05,0.14,0.96,100000.0,30202.502987602587,0.4,0.0,1,Risk of Crack
16214,1,0,0,30,1.05,0.15,0.96,100000.0,30180.921987850623,0.4,0.0,1,Risk of Crack
16215,1,0,0,30,1.075,0.05,0.96,100000.0,30191.672784540966,0.4,0.0,2,Crack
16216,1,0,0,30,1.075,0.06,0.96,100000.0,30181.341826736847,0.4,0.0,2,Crack
16217,1,0,0,30,1.075,0.07,0.96,100000.0,30189.528365287977,0.4,0.0,2,Crack
16218,1,0,0,30,1.075,0.08,0.96,100000.0,30222.695140089745,0.4,0.0,2,Crack
16219,1,0,0,30,1.075,0.09,0.96,100000.0,30190.663001944322,0.4,0.0,2,Crack
16220,1,0,0,30,1.075,0.1,0.96,100000.0,30193.872095727056,0.4,0.0,2,Crack
16221,1,0,0,30,1.075,0.11,0.96,100000.0,30197.078661234897,0.4,0.0,2,Crack
16222,1,0,0,30,1.075,0.12,0.96,100000.0,30188.556548884695,0.4,0.0,2,Crack
16223,1,0,0,30,1.075,0.13,0.96,100000.0,30186.833316758915,0.4,0.0,2,Crack
16224,1,0,0,30,1.075,0.14,0.96,100000.0,30176.504299397024,0.4,0.0,2,Crack
16225,1,0,0,30,1.075,0.15,0.96,100000.0,30181.35731562594,0.4,0.0,2,Crack
16226,1,0,0,30,1.1,0.05,0.96,100000.0,30181.249181773095,0.4,0.0,2,Crack
16227,1,0,0,30,1.1,0.06,0.96,100000.0,30181.696652149873,0.4,0.0,2,Crack
16228,1,0,0,30,1.1,0.07,0.96,100000.0,30201.08511206069,0.4,0.0,2,Crack
16229,1,0,0,30,1.1,0.08,0.96,100000.0,30194.171558777256,0.4,0.0,2,Crack
16230,1,0,0,30,1.1,0.09,0.96,100000.0,30195.23133544383,0.4,0.0,2,Crack
16231,1,0,0,30,1.1,0.1,0.96,100000.0,30203.828956154757,0.4,0.0,2,Crack
16232,1,0,0,30,1.1,0.11,0.96,100000.0,30165.300761457947,0.4,0.0,2,Crack
16233,1,0,0,30,1.1,0.12,0.96,100000.0,30183.39461062515,0.4,0.0,2,Crack
16234,1,0,0,30,1.1,0.13,0.96,100000.0,30188.640472055864,0.4,0.0,2,Crack
16235,1,0,0,30,1.1,0.14,0.96,100000.0,30195.97896018549,0.4,0.0,2,Crack
16236,1,0,0,30,1.1,0.15,0.96,100000.0,30197.14089179507,0.4,0.0,2,Crack
16237,1,0,0,30,0.9,0.05,0.97,100000.0,30190.119547037015,0.4,0.0,1,Risk of Crack
16238,1,0,0,30,0.9,0.06,0.97,100000.0,30173.557362344814,0.4,0.0,1,Risk of Crack
16239,1,0,0,30,0.9,0.07,0.97,100000.0,30184.706867968634,0.4,0.0,1,Risk of Crack
16240,1,0,0,30,0.9,0.08,0.97,100000.0,30182.764746650533,0.4,0.0,1,Risk of Crack
16241,1,0,0,30,0.9,0.09,0.97,100000.0,30188.64316418387,0.4,0.0,1,Risk of Crack
16242,1,0,0,30,0.9,0.1,0.97,100000.0,30174.247584121542,0.4,0.0,1,Risk of Crack
16243,1,0,0,30,0.9,0.11,0.97,100000.0,30172.6813924115,0.4,0.0,1,Risk of Crack
16244,1,0,0,30,0.9,0.12,0.97,100000.0,30180.733318488015,0.4,0.0,1,Risk of Crack
16245,1,0,0,30,0.9,0.13,0.97,100000.0,30172.52285132293,0.4,0.0,1,Risk of Crack
16246,1,0,0,30,0.9,0.14,0.97,100000.0,30148.82960842809,0.4,0.0,1,Risk of Crack
16247,1,0,0,30,0.9,0.15,0.97,100000.0,30185.66712889703,0.4,0.0,1,Risk of Crack
16248,1,0,0,30,0.925,0.05,0.97,100000.0,30184.464666837517,0.4,0.0,1,Risk of Crack
16249,1,0,0,30,0.925,0.06,0.97,100000.0,30192.390576850128,0.4,0.0,1,Risk of Crack
16250,1,0,0,30,0.925,0.07,0.97,100000.0,30178.312766242296,0.4,0.0,1,Risk of Crack
16251,1,0,0,30,0.925,0.08,0.97,100000.0,30177.13892539726,0.4,0.0,1,Risk of Crack
16252,1,0,0,30,0.925,0.09,0.97,100000.0,30172.92594906663,0.4,0.0,1,Risk of Crack
16253,1,0,0,30,0.925,0.1,0.97,100000.0,30188.733776195713,0.4,0.0,1,Risk of Crack
16254,1,0,0,30,0.925,0.11,0.97,100000.0,30179.692222791233,0.4,0.0,1,Risk of Crack
16255,1,0,0,30,0.925,0.12,0.97,100000.0,30187.193117301045,0.4,0.0,1,Risk of Crack
16256,1,0,0,30,0.925,0.13,0.97,100000.0,30173.15965454004,0.4,0.0,1,Risk of Crack
16257,1,0,0,30,0.925,0.14,0.97,100000.0,30159.20193108549,0.4,0.0,1,Risk of Crack
16258,1,0,0,30,0.925,0.15,0.97,100000.0,30175.9418197021,0.4,0.0,1,Risk of Crack
16259,1,0,0,30,0.95,0.05,0.97,100000.0,30175.01254290142,0.4,0.0,1,Risk of Crack
16260,1,0,0,30,0.95,0.06,0.97,100000.0,30188.256784891048,0.4,0.0,1,Risk of Crack
16261,1,0,0,30,0.95,0.07,0.97,100000.0,30185.097747277712,0.4,0.0,1,Risk of Crack
16262,1,0,0,30,0.95,0.08,0.97,100000.0,30170.182140414352,0.4,0.0,1,Risk of Crack
16263,1,0,0,30,0.95,0.09,0.97,100000.0,30143.286626886984,0.4,0.0,1,Risk of Crack
16264,1,0,0,30,0.95,0.1,0.97,100000.0,30182.995073819966,0.4,0.0,1,Risk of Crack
16265,1,0,0,30,0.95,0.11,0.97,100000.0,30176.593502211985,0.4,0.0,1,Risk of Crack
16266,1,0,0,30,0.95,0.12,0.97,100000.0,30170.284044862852,0.4,0.0,1,Risk of Crack
16267,1,0,0,30,0.95,0.13,0.97,100000.0,30185.259588699897,0.4,0.0,1,Risk of Crack
16268,1,0,0,30,0.95,0.14,0.97,100000.0,30167.38471115547,0.4,0.0,1,Risk of Crack
16269,1,0,0,30,0.95,0.15,0.97,100000.0,30158.562406339952,0.4,0.0,1,Risk of Crack
16270,1,0,0,30,0.975,0.05,0.97,100000.0,30194.750558601234,0.4,0.0,1,Risk of Crack
16271,1,0,0,30,0.975,0.06,0.97,100000.0,30169.036295673443,0.4,0.0,1,Risk of Crack
16272,1,0,0,30,0.975,0.07,0.97,100000.0,30185.64809962302,0.4,0.0,1,Risk of Crack
16273,1,0,0,30,0.975,0.08,0.97,100000.0,30172.406214262333,0.4,0.0,1,Risk of Crack
16274,1,0,0,30,0.975,0.09,0.97,100000.0,30170.184789507704,0.4,0.0,1,Risk of Crack
16275,1,0,0,30,0.975,0.1,0.97,100000.0,30187.41088571576,0.4,0.0,1,Risk of Crack
16276,1,0,0,30,0.975,0.11,0.97,100000.0,30168.67867958084,0.4,0.0,1,Risk of Crack
16277,1,0,0,30,0.975,0.12,0.97,100000.0,30190.56444021876,0.4,0.0,1,Risk of Crack
16278,1,0,0,30,0.975,0.13,0.97,100000.0,30179.100173526986,0.4,0.0,1,Risk of Crack
16279,1,0,0,30,0.975,0.14,0.97,100000.0,30177.895313058332,0.4,0.0,1,Risk of Crack
16280,1,0,0,30,0.975,0.15,0.97,100000.0,30203.886433848063,0.4,0.0,1,Risk of Crack
16281,1,0,0,30,1.0,0.05,0.97,100000.0,30204.073054083896,0.4,0.0,1,Risk of Crack
16282,1,0,0,30,1.0,0.06,0.97,100000.0,30205.000913390686,0.4,0.0,1,Risk of Crack
16283,1,0,0,30,1.0,0.07,0.97,100000.0,30165.784209573332,0.4,0.0,1,Risk of Crack
16284,1,0,0,30,1.0,0.08,0.97,100000.0,30173.42006787332,0.4,0.0,1,Risk of Crack
16285,1,0,0,30,1.0,0.09,0.97,100000.0,30200.51665897742,0.4,0.0,1,Risk of Crack
16286,1,0,0,30,1.0,0.1,0.97,100000.0,30190.86898965073,0.4,0.0,1,Risk of Crack
16287,1,0,0,30,1.0,0.11,0.97,100000.0,30200.304847685453,0.4,0.0,1,Risk of Crack
16288,1,0,0,30,1.0,0.12,0.97,100000.0,30185.726383061992,0.4,0.0,1,Risk of Crack
16289,1,0,0,30,1.0,0.13,0.97,100000.0,30182.04922831298,0.4,0.0,1,Risk of Crack
16290,1,0,0,30,1.0,0.14,0.97,100000.0,30169.436691716564,0.4,0.0,1,Risk of Crack
16291,1,0,0,30,1.0,0.15,0.97,100000.0,30156.189089161886,0.4,0.0,1,Risk of Crack
16292,1,0,0,30,1.025,0.05,0.97,100000.0,30169.38941401604,0.4,0.0,1,Risk of Crack
16293,1,0,0,30,1.025,0.06,0.97,100000.0,30165.502977224114,0.4,0.0,1,Risk of Crack
16294,1,0,0,30,1.025,0.07,0.97,100000.0,30171.060383171367,0.4,0.0,1,Risk of Crack
16295,1,0,0,30,1.025,0.08,0.97,100000.0,30179.828983631392,0.4,0.0,1,Risk of Crack
16296,1,0,0,30,1.025,0.09,0.97,100000.0,30185.67226530108,0.4,0.0,1,Risk of Crack
16297,1,0,0,30,1.025,0.1,0.97,100000.0,30188.481559870146,0.4,0.0,1,Risk of Crack
16298,1,0,0,30,1.025,0.11,0.97,100000.0,30168.714500790193,0.4,0.0,1,Risk of Crack
